Time(s), T_gas(K), N_gas(#/cm^3), E, H2, O2, H, O, OH, O2(A1)
2.06e-09, 400, 1.83473e+19, 5.74849e+06, 3.0585e+18, 1.52833e+18, 5.25619e+07, 2.6348e+07, 1.80985e+06, 2.54666e+06
2.07e-09, 400, 1.83473e+19, 5.92964e+06, 3.0585e+18, 1.52833e+18, 5.42212e+07, 2.71796e+07, 1.86731e+06, 2.62704e+06
2.08e-09, 400, 1.83473e+19, 6.1165e+06, 3.0585e+18, 1.52833e+18, 5.59328e+07, 2.80374e+07, 1.92658e+06, 2.70995e+06
2.09e-09, 400, 1.83473e+19, 6.30924e+06, 3.0585e+18, 1.52833e+18, 5.76983e+07, 2.89223e+07, 1.98772e+06, 2.79547e+06
2.1e-09, 400, 1.83473e+19, 6.50805e+06, 3.0585e+18, 1.52833e+18, 5.95194e+07, 2.9835e+07, 2.05079e+06, 2.88369e+06
2.11e-09, 400, 1.83473e+19, 6.71313e+06, 3.0585e+18, 1.52833e+18, 6.1398e+07, 3.07765e+07, 2.11584e+06, 2.97468e+06
2.12e-09, 400, 1.83473e+19, 6.92467e+06, 3.0585e+18, 1.52833e+18, 6.33357e+07, 3.17477e+07, 2.18295e+06, 3.06855e+06
2.13e-09, 400, 1.83473e+19, 7.14287e+06, 3.0585e+18, 1.52833e+18, 6.53345e+07, 3.27495e+07, 2.25217e+06, 3.16537e+06
2.14e-09, 400, 1.83473e+19, 7.36795e+06, 3.0585e+18, 1.52833e+18, 6.73963e+07, 3.37828e+07, 2.32358e+06, 3.26524e+06
2.15e-09, 400, 1.83473e+19, 7.60012e+06, 3.0585e+18, 1.52833e+18, 6.95231e+07, 3.48487e+07, 2.39723e+06, 3.36826e+06
2.16e-09, 400, 1.83473e+19, 7.8396e+06, 3.0585e+18, 1.52833e+18, 7.17169e+07, 3.59482e+07, 2.47321e+06, 3.47453e+06
2.17e-09, 400, 1.83473e+19, 8.08663e+06, 3.0585e+18, 1.52833e+18, 7.39798e+07, 3.70824e+07, 2.55159e+06, 3.58414e+06
2.18e-09, 400, 1.83473e+19, 8.34144e+06, 3.0585e+18, 1.52833e+18, 7.6314e+07, 3.82522e+07, 2.63243e+06, 3.69721e+06
2.19e-09, 400, 1.83473e+19, 8.60428e+06, 3.0585e+18, 1.52833e+18, 7.87217e+07, 3.9459e+07, 2.71583e+06, 3.81384e+06
2.2e-09, 400, 1.83473e+19, 8.87539e+06, 3.0585e+18, 1.52833e+18, 8.12054e+07, 4.07037e+07, 2.80185e+06, 3.93415e+06
2.21e-09, 400, 1.83473e+19, 9.15505e+06, 3.0585e+18, 1.52833e+18, 8.37673e+07, 4.19877e+07, 2.89058e+06, 4.05825e+06
2.22e-09, 400, 1.83473e+19, 9.44351e+06, 3.0585e+18, 1.52833e+18, 8.64099e+07, 4.33122e+07, 2.98211e+06, 4.18625e+06
2.23e-09, 400, 1.83473e+19, 9.74106e+06, 3.0585e+18, 1.52833e+18, 8.91358e+07, 4.46783e+07, 3.07653e+06, 4.31829e+06
2.24e-09, 400, 1.83473e+19, 1.0048e+07, 3.0585e+18, 1.52833e+18, 9.19475e+07, 4.60875e+07, 3.17392e+06, 4.45449e+06
2.25e-09, 400, 1.83473e+19, 1.03646e+07, 3.0585e+18, 1.52833e+18, 9.48479e+07, 4.75412e+07, 3.27439e+06, 4.59499e+06
2.26e-09, 400, 1.83473e+19, 1.06911e+07, 3.0585e+18, 1.52833e+18, 9.78396e+07, 4.90406e+07, 3.37802e+06, 4.73991e+06
2.27e-09, 400, 1.83473e+19, 1.1028e+07, 3.0585e+18, 1.52833e+18, 1.00926e+08, 5.05873e+07, 3.48491e+06, 4.88939e+06
2.28e-09, 400, 1.83473e+19, 1.13754e+07, 3.0585e+18, 1.52833e+18, 1.04109e+08, 5.21827e+07, 3.59518e+06, 5.04359e+06
2.29e-09, 400, 1.83473e+19, 1.17338e+07, 3.0585e+18, 1.52833e+18, 1.07392e+08, 5.38283e+07, 3.70892e+06, 5.20264e+06
2.3e-09, 400, 1.83473e+19, 1.21035e+07, 3.0585e+18, 1.52833e+18, 1.10779e+08, 5.55258e+07, 3.82625e+06, 5.3667e+06
2.31e-09, 400, 1.83473e+19, 1.24848e+07, 3.0585e+18, 1.52833e+18, 1.14273e+08, 5.72768e+07, 3.94727e+06, 5.53593e+06
2.32e-09, 400, 1.83473e+19, 1.28781e+07, 3.0585e+18, 1.52833e+18, 1.17877e+08, 5.9083e+07, 4.07211e+06, 5.7105e+06
2.33e-09, 400, 1.83473e+19, 1.32838e+07, 3.0585e+18, 1.52833e+18, 1.21594e+08, 6.0946e+07, 4.20088e+06, 5.89056e+06
2.34e-09, 400, 1.83473e+19, 1.37023e+07, 3.0585e+18, 1.52833e+18, 1.25429e+08, 6.28678e+07, 4.33371e+06, 6.0763e+06
2.35e-09, 400, 1.83473e+19, 1.4134e+07, 3.0585e+18, 1.52833e+18, 1.29384e+08, 6.485e+07, 4.47073e+06, 6.26789e+06
2.36e-09, 400, 1.83473e+19, 1.45792e+07, 3.0585e+18, 1.52833e+18, 1.33464e+08, 6.68948e+07, 4.61207e+06, 6.46551e+06
2.37e-09, 400, 1.83473e+19, 1.50384e+07, 3.0585e+18, 1.52833e+18, 1.37672e+08, 6.90039e+07, 4.75786e+06, 6.66936e+06
2.38e-09, 400, 1.83473e+19, 1.55121e+07, 3.0585e+18, 1.52833e+18, 1.42013e+08, 7.11795e+07, 4.90825e+06, 6.87963e+06
2.39e-09, 400, 1.83473e+19, 1.60007e+07, 3.0585e+18, 1.52833e+18, 1.4649e+08, 7.34236e+07, 5.06337e+06, 7.09652e+06
2.4e-09, 400, 1.83473e+19, 1.65047e+07, 3.0585e+18, 1.52833e+18, 1.51109e+08, 7.57384e+07, 5.22339e+06, 7.32024e+06
2.41e-09, 400, 1.83473e+19, 1.70246e+07, 3.0585e+18, 1.52833e+18, 1.55873e+08, 7.81261e+07, 5.38844e+06, 7.55101e+06
2.42e-09, 400, 1.83473e+19, 1.75607e+07, 3.0585e+18, 1.52833e+18, 1.60787e+08, 8.0589e+07, 5.5587e+06, 7.78905e+06
2.43e-09, 400, 1.83473e+19, 1.81138e+07, 3.0585e+18, 1.52833e+18, 1.65856e+08, 8.31295e+07, 5.73432e+06, 8.03459e+06
2.44e-09, 400, 1.83473e+19, 1.86842e+07, 3.0585e+18, 1.52833e+18, 1.71085e+08, 8.575e+07, 5.91548e+06, 8.28786e+06
2.45e-09, 400, 1.83473e+19, 1.92726e+07, 3.0585e+18, 1.52833e+18, 1.76478e+08, 8.8453e+07, 6.10235e+06, 8.5491e+06
2.46e-09, 400, 1.83473e+19, 1.98795e+07, 3.0585e+18, 1.52833e+18, 1.82041e+08, 9.12411e+07, 6.2951e+06, 8.81857e+06
2.47e-09, 400, 1.83473e+19, 2.05055e+07, 3.0585e+18, 1.52833e+18, 1.8778e+08, 9.4117e+07, 6.49393e+06, 9.09653e+06
2.48e-09, 400, 1.83473e+19, 2.11511e+07, 3.0585e+18, 1.52833e+18, 1.93699e+08, 9.70835e+07, 6.69902e+06, 9.38323e+06
2.49e-09, 400, 1.83473e+19, 2.1817e+07, 3.0585e+18, 1.52833e+18, 1.99804e+08, 1.00143e+08, 6.91057e+06, 9.67897e+06
2.5e-09, 400, 1.83473e+19, 2.25039e+07, 3.0585e+18, 1.52833e+18, 2.06102e+08, 1.033e+08, 7.12879e+06, 9.98402e+06
2.51e-09, 400, 1.83473e+19, 2.32123e+07, 3.0585e+18, 1.52833e+18, 2.12597e+08, 1.06555e+08, 7.35389e+06, 1.02987e+07
2.52e-09, 400, 1.83473e+19, 2.3943e+07, 3.0585e+18, 1.52833e+18, 2.19298e+08, 1.09913e+08, 7.58607e+06, 1.06232e+07
2.53e-09, 400, 1.83473e+19, 2.46966e+07, 3.0585e+18, 1.52833e+18, 2.26209e+08, 1.13377e+08, 7.82558e+06, 1.0958e+07
2.54e-09, 400, 1.83473e+19, 2.54739e+07, 3.0585e+18, 1.52833e+18, 2.33338e+08, 1.1695e+08, 8.07262e+06, 1.13033e+07
2.55e-09, 400, 1.83473e+19, 2.62756e+07, 3.0585e+18, 1.52833e+18, 2.40691e+08, 1.20635e+08, 8.32745e+06, 1.16595e+07
2.56e-09, 400, 1.83473e+19, 2.71024e+07, 3.0585e+18, 1.52833e+18, 2.48275e+08, 1.24436e+08, 8.59031e+06, 1.20269e+07
2.57e-09, 400, 1.83473e+19, 2.79551e+07, 3.0585e+18, 1.52833e+18, 2.56099e+08, 1.28357e+08, 8.86144e+06, 1.24058e+07
2.58e-09, 400, 1.83473e+19, 2.88346e+07, 3.0585e+18, 1.52833e+18, 2.64168e+08, 1.32401e+08, 9.14112e+06, 1.27967e+07
2.59e-09, 400, 1.83473e+19, 2.97417e+07, 3.0585e+18, 1.52833e+18, 2.72491e+08, 1.36573e+08, 9.42961e+06, 1.31998e+07
2.6e-09, 400, 1.83473e+19, 3.06772e+07, 3.0585e+18, 1.52833e+18, 2.81076e+08, 1.40875e+08, 9.72718e+06, 1.36157e+07
2.61e-09, 400, 1.83473e+19, 3.1642e+07, 3.0585e+18, 1.52833e+18, 2.89931e+08, 1.45313e+08, 1.00341e+07, 1.40446e+07
2.62e-09, 400, 1.83473e+19, 3.26371e+07, 3.0585e+18, 1.52833e+18, 2.99065e+08, 1.49891e+08, 1.03507e+07, 1.4487e+07
2.63e-09, 400, 1.83473e+19, 3.36633e+07, 3.0585e+18, 1.52833e+18, 3.08486e+08, 1.54612e+08, 1.06773e+07, 1.49433e+07
2.64e-09, 400, 1.83473e+19, 3.47215e+07, 3.0585e+18, 1.52833e+18, 3.18203e+08, 1.59482e+08, 1.10142e+07, 1.5414e+07
2.65e-09, 400, 1.83473e+19, 3.58129e+07, 3.0585e+18, 1.52833e+18, 3.28225e+08, 1.64505e+08, 1.13617e+07, 1.58995e+07
2.66e-09, 400, 1.83473e+19, 3.69384e+07, 3.0585e+18, 1.52833e+18, 3.38563e+08, 1.69686e+08, 1.17201e+07, 1.64002e+07
2.67e-09, 400, 1.83473e+19, 3.80991e+07, 3.0585e+18, 1.52833e+18, 3.49225e+08, 1.7503e+08, 1.20898e+07, 1.69166e+07
2.68e-09, 400, 1.83473e+19, 3.9296e+07, 3.0585e+18, 1.52833e+18, 3.60223e+08, 1.80542e+08, 1.24711e+07, 1.74493e+07
2.69e-09, 400, 1.83473e+19, 4.05302e+07, 3.0585e+18, 1.52833e+18, 3.71566e+08, 1.86226e+08, 1.28644e+07, 1.79987e+07
2.7e-09, 400, 1.83473e+19, 4.1803e+07, 3.0585e+18, 1.52833e+18, 3.83265e+08, 1.9209e+08, 1.32702e+07, 1.85654e+07
2.71e-09, 400, 1.83473e+19, 4.31154e+07, 3.0585e+18, 1.52833e+18, 3.95332e+08, 1.98137e+08, 1.36886e+07, 1.91499e+07
2.72e-09, 400, 1.83473e+19, 4.44687e+07, 3.0585e+18, 1.52833e+18, 4.07777e+08, 2.04374e+08, 1.41203e+07, 1.97527e+07
2.73e-09, 400, 1.83473e+19, 4.58641e+07, 3.0585e+18, 1.52833e+18, 4.20614e+08, 2.10807e+08, 1.45655e+07, 2.03744e+07
2.74e-09, 400, 1.83473e+19, 4.73029e+07, 3.0585e+18, 1.52833e+18, 4.33853e+08, 2.17442e+08, 1.50248e+07, 2.10157e+07
2.75e-09, 400, 1.83473e+19, 4.87865e+07, 3.0585e+18, 1.52833e+18, 4.47507e+08, 2.24285e+08, 1.54985e+07, 2.1677e+07
2.76e-09, 400, 1.83473e+19, 5.0316e+07, 3.0585e+18, 1.52833e+18, 4.61589e+08, 2.31343e+08, 1.59871e+07, 2.23591e+07
2.77e-09, 400, 1.83473e+19, 5.1893e+07, 3.0585e+18, 1.52833e+18, 4.76113e+08, 2.38622e+08, 1.64911e+07, 2.30626e+07
2.78e-09, 400, 1.83473e+19, 5.35189e+07, 3.0585e+18, 1.52833e+18, 4.91093e+08, 2.46129e+08, 1.70109e+07, 2.37881e+07
2.79e-09, 400, 1.83473e+19, 5.51951e+07, 3.0585e+18, 1.52833e+18, 5.06541e+08, 2.53871e+08, 1.75471e+07, 2.45364e+07
2.8e-09, 400, 1.83473e+19, 5.69231e+07, 3.0585e+18, 1.52833e+18, 5.22474e+08, 2.61856e+08, 1.81001e+07, 2.53081e+07
2.81e-09, 400, 1.83473e+19, 5.87044e+07, 3.0585e+18, 1.52833e+18, 5.38905e+08, 2.7009e+08, 1.86705e+07, 2.61039e+07
2.82e-09, 400, 1.83473e+19, 6.05406e+07, 3.0585e+18, 1.52833e+18, 5.55851e+08, 2.78583e+08, 1.92589e+07, 2.69246e+07
2.83e-09, 400, 1.83473e+19, 6.24334e+07, 3.0585e+18, 1.52833e+18, 5.73326e+08, 2.87341e+08, 1.98657e+07, 2.7771e+07
2.84e-09, 400, 1.83473e+19, 6.43844e+07, 3.0585e+18, 1.52833e+18, 5.91348e+08, 2.96372e+08, 2.04916e+07, 2.86439e+07
2.85e-09, 400, 1.83473e+19, 6.63953e+07, 3.0585e+18, 1.52833e+18, 6.09933e+08, 3.05686e+08, 2.11371e+07, 2.9544e+07
2.86e-09, 400, 1.83473e+19, 6.84678e+07, 3.0585e+18, 1.52833e+18, 6.29099e+08, 3.15291e+08, 2.1803e+07, 3.04722e+07
2.87e-09, 400, 1.83473e+19, 7.06036e+07, 3.0585e+18, 1.52833e+18, 6.48863e+08, 3.25195e+08, 2.24897e+07, 3.14294e+07
2.88e-09, 400, 1.83473e+19, 7.28047e+07, 3.0585e+18, 1.52833e+18, 6.69243e+08, 3.35409e+08, 2.3198e+07, 3.24165e+07
2.89e-09, 400, 1.83473e+19, 7.50729e+07, 3.0585e+18, 1.52833e+18, 6.90259e+08, 3.45941e+08, 2.39286e+07, 3.34343e+07
2.9e-09, 400, 1.83473e+19, 7.741e+07, 3.0585e+18, 1.52833e+18, 7.1193e+08, 3.568e+08, 2.4682e+07, 3.44838e+07
2.91e-09, 400, 1.83473e+19, 7.9818e+07, 3.0585e+18, 1.52833e+18, 7.34275e+08, 3.67998e+08, 2.54591e+07, 3.55659e+07
2.92e-09, 400, 1.83473e+19, 8.22988e+07, 3.0585e+18, 1.52833e+18, 7.57316e+08, 3.79545e+08, 2.62606e+07, 3.66818e+07
2.93e-09, 400, 1.83473e+19, 8.48545e+07, 3.0585e+18, 1.52833e+18, 7.81072e+08, 3.9145e+08, 2.70872e+07, 3.78323e+07
2.94e-09, 400, 1.83473e+19, 8.74872e+07, 3.0585e+18, 1.52833e+18, 8.05567e+08, 4.03724e+08, 2.79397e+07, 3.90184e+07
2.95e-09, 400, 1.83473e+19, 9.01988e+07, 3.0585e+18, 1.52833e+18, 8.30821e+08, 4.16379e+08, 2.88189e+07, 4.02414e+07
2.96e-09, 400, 1.83473e+19, 9.29915e+07, 3.0585e+18, 1.52833e+18, 8.56859e+08, 4.29427e+08, 2.97256e+07, 4.15023e+07
2.97e-09, 400, 1.83473e+19, 9.58675e+07, 3.0585e+18, 1.52833e+18, 8.83702e+08, 4.42878e+08, 3.06608e+07, 4.28022e+07
2.98e-09, 400, 1.83473e+19, 9.8829e+07, 3.0585e+18, 1.52833e+18, 9.11376e+08, 4.56746e+08, 3.16252e+07, 4.41423e+07
2.99e-09, 400, 1.83473e+19, 1.01878e+08, 3.0585e+18, 1.52833e+18, 9.39905e+08, 4.71041e+08, 3.26197e+07, 4.55237e+07
3e-09, 400, 1.83473e+19, 1.05017e+08, 3.0585e+18, 1.52833e+18, 9.69314e+08, 4.85778e+08, 3.36453e+07, 4.69477e+07
3.01e-09, 400, 1.83473e+19, 1.08248e+08, 3.0585e+18, 1.52833e+18, 9.99629e+08, 5.00968e+08, 3.4703e+07, 4.84156e+07
3.02e-09, 400, 1.83473e+19, 1.11574e+08, 3.0585e+18, 1.52833e+18, 1.03088e+09, 5.16626e+08, 3.57938e+07, 4.99286e+07
3.03e-09, 400, 1.83473e+19, 1.14996e+08, 3.0585e+18, 1.52833e+18, 1.06309e+09, 5.32765e+08, 3.69185e+07, 5.14881e+07
3.04e-09, 400, 1.83473e+19, 1.18517e+08, 3.0585e+18, 1.52833e+18, 1.09628e+09, 5.49398e+08, 3.80784e+07, 5.30954e+07
3.05e-09, 400, 1.83473e+19, 1.2214e+08, 3.0585e+18, 1.52833e+18, 1.13049e+09, 5.66541e+08, 3.92744e+07, 5.47518e+07
3.06e-09, 400, 1.83473e+19, 1.25866e+08, 3.0585e+18, 1.52833e+18, 1.16575e+09, 5.84207e+08, 4.05076e+07, 5.64588e+07
3.07e-09, 400, 1.83473e+19, 1.29698e+08, 3.0585e+18, 1.52833e+18, 1.20209e+09, 6.02412e+08, 4.17793e+07, 5.82179e+07
3.08e-09, 400, 1.83473e+19, 1.33639e+08, 3.0585e+18, 1.52833e+18, 1.23953e+09, 6.21171e+08, 4.30905e+07, 6.00305e+07
3.09e-09, 400, 1.83473e+19, 1.3769e+08, 3.0585e+18, 1.52833e+18, 1.27811e+09, 6.405e+08, 4.44425e+07, 6.1898e+07
3.1e-09, 400, 1.83473e+19, 1.41853e+08, 3.0585e+18, 1.52833e+18, 1.31786e+09, 6.60415e+08, 4.58364e+07, 6.38221e+07
3.11e-09, 400, 1.83473e+19, 1.46132e+08, 3.0585e+18, 1.52833e+18, 1.35881e+09, 6.80931e+08, 4.72736e+07, 6.58044e+07
3.12e-09, 400, 1.83473e+19, 1.50528e+08, 3.0585e+18, 1.52833e+18, 1.40099e+09, 7.02066e+08, 4.87553e+07, 6.78463e+07
3.13e-09, 400, 1.83473e+19, 1.55043e+08, 3.0585e+18, 1.52833e+18, 1.44445e+09, 7.23836e+08, 5.02829e+07, 6.99496e+07
3.14e-09, 400, 1.83473e+19, 1.5968e+08, 3.0585e+18, 1.52833e+18, 1.48921e+09, 7.46259e+08, 5.18578e+07, 7.2116e+07
3.15e-09, 400, 1.83473e+19, 1.6444e+08, 3.0585e+18, 1.52833e+18, 1.53531e+09, 7.69353e+08, 5.34813e+07, 7.4347e+07
3.16e-09, 400, 1.83473e+19, 1.69326e+08, 3.0585e+18, 1.52833e+18, 1.58278e+09, 7.93134e+08, 5.51549e+07, 7.66444e+07
3.17e-09, 400, 1.83473e+19, 1.74339e+08, 3.0585e+18, 1.52833e+18, 1.63167e+09, 8.17621e+08, 5.68801e+07, 7.90099e+07
3.18e-09, 400, 1.83473e+19, 1.7948e+08, 3.0585e+18, 1.52833e+18, 1.682e+09, 8.42833e+08, 5.86583e+07, 8.14454e+07
3.19e-09, 400, 1.83473e+19, 1.84753e+08, 3.0585e+18, 1.52833e+18, 1.73382e+09, 8.68788e+08, 6.04913e+07, 8.39525e+07
3.2e-09, 400, 1.83473e+19, 1.90157e+08, 3.0585e+18, 1.52833e+18, 1.78716e+09, 8.95505e+08, 6.23804e+07, 8.65332e+07
3.21e-09, 400, 1.83473e+19, 1.95695e+08, 3.0585e+18, 1.52833e+18, 1.84206e+09, 9.23002e+08, 6.43274e+07, 8.91892e+07
3.22e-09, 400, 1.83473e+19, 2.01368e+08, 3.0585e+18, 1.52833e+18, 1.89856e+09, 9.513e+08, 6.6334e+07, 9.19224e+07
3.23e-09, 400, 1.83473e+19, 2.07177e+08, 3.0585e+18, 1.52833e+18, 1.9567e+09, 9.80417e+08, 6.84018e+07, 9.47347e+07
3.24e-09, 400, 1.83473e+19, 2.13121e+08, 3.0585e+18, 1.52833e+18, 2.01652e+09, 1.01037e+09, 7.05326e+07, 9.76279e+07
3.25e-09, 400, 1.83473e+19, 2.19204e+08, 3.0585e+18, 1.52833e+18, 2.07806e+09, 1.04119e+09, 7.27282e+07, 1.00604e+08
3.26e-09, 400, 1.83473e+19, 2.25423e+08, 3.0585e+18, 1.52833e+18, 2.14136e+09, 1.07288e+09, 7.49904e+07, 1.03665e+08
3.27e-09, 400, 1.83473e+19, 2.31781e+08, 3.0585e+18, 1.52833e+18, 2.20645e+09, 1.10547e+09, 7.73211e+07, 1.06812e+08
3.28e-09, 400, 1.83473e+19, 2.38276e+08, 3.0585e+18, 1.52833e+18, 2.27338e+09, 1.13899e+09, 7.97222e+07, 1.10048e+08
3.29e-09, 400, 1.83473e+19, 2.44909e+08, 3.0585e+18, 1.52833e+18, 2.34219e+09, 1.17343e+09, 8.21957e+07, 1.13374e+08
3.3e-09, 400, 1.83473e+19, 2.51679e+08, 3.0585e+18, 1.52833e+18, 2.41291e+09, 1.20884e+09, 8.47435e+07, 1.16793e+08
3.31e-09, 400, 1.83473e+19, 2.58585e+08, 3.0585e+18, 1.52833e+18, 2.48559e+09, 1.24522e+09, 8.73676e+07, 1.20305e+08
3.32e-09, 400, 1.83473e+19, 2.65625e+08, 3.0585e+18, 1.52833e+18, 2.56027e+09, 1.2826e+09, 9.00702e+07, 1.23914e+08
3.33e-09, 400, 1.83473e+19, 2.728e+08, 3.0585e+18, 1.52833e+18, 2.63699e+09, 1.321e+09, 9.28532e+07, 1.27621e+08
3.34e-09, 400, 1.83473e+19, 2.80106e+08, 3.0585e+18, 1.52833e+18, 2.71578e+09, 1.36044e+09, 9.5719e+07, 1.31427e+08
3.35e-09, 400, 1.83473e+19, 2.87541e+08, 3.0585e+18, 1.52833e+18, 2.79669e+09, 1.40092e+09, 9.86695e+07, 1.35335e+08
3.36e-09, 400, 1.83473e+19, 2.95104e+08, 3.0585e+18, 1.52833e+18, 2.87974e+09, 1.44249e+09, 1.01707e+08, 1.39346e+08
3.37e-09, 400, 1.83473e+19, 3.02792e+08, 3.0585e+18, 1.52833e+18, 2.96499e+09, 1.48514e+09, 1.04834e+08, 1.43463e+08
3.38e-09, 400, 1.83473e+19, 3.10601e+08, 3.0585e+18, 1.52833e+18, 3.05246e+09, 1.5289e+09, 1.08052e+08, 1.47686e+08
3.39e-09, 400, 1.83473e+19, 3.18528e+08, 3.0585e+18, 1.52833e+18, 3.1422e+09, 1.57379e+09, 1.11365e+08, 1.52017e+08
3.4e-09, 400, 1.83473e+19, 3.26571e+08, 3.0585e+18, 1.52833e+18, 3.23423e+09, 1.61983e+09, 1.14773e+08, 1.56459e+08
3.41e-09, 400, 1.83473e+19, 3.34724e+08, 3.0585e+18, 1.52833e+18, 3.32859e+09, 1.66702e+09, 1.1828e+08, 1.61012e+08
3.42e-09, 400, 1.83473e+19, 3.42983e+08, 3.0585e+18, 1.52833e+18, 3.42531e+09, 1.71539e+09, 1.21888e+08, 1.65678e+08
3.43e-09, 400, 1.83473e+19, 3.51345e+08, 3.0585e+18, 1.52833e+18, 3.52443e+09, 1.76496e+09, 1.256e+08, 1.70459e+08
3.44e-09, 400, 1.83473e+19, 3.59805e+08, 3.0585e+18, 1.52833e+18, 3.62598e+09, 1.81573e+09, 1.29417e+08, 1.75355e+08
3.45e-09, 400, 1.83473e+19, 3.68357e+08, 3.0585e+18, 1.52833e+18, 3.72998e+09, 1.86772e+09, 1.33342e+08, 1.80369e+08
3.46e-09, 400, 1.83473e+19, 3.76997e+08, 3.0585e+18, 1.52833e+18, 3.83646e+09, 1.92095e+09, 1.37379e+08, 1.85502e+08
3.47e-09, 400, 1.83473e+19, 3.8572e+08, 3.0585e+18, 1.52833e+18, 3.94546e+09, 1.97542e+09, 1.41528e+08, 1.90754e+08
3.48e-09, 400, 1.83473e+19, 3.94521e+08, 3.0585e+18, 1.52833e+18, 4.05699e+09, 2.03115e+09, 1.45794e+08, 1.96127e+08
3.49e-09, 400, 1.83473e+19, 4.03394e+08, 3.0585e+18, 1.52833e+18, 4.17107e+09, 2.08815e+09, 1.50177e+08, 2.01621e+08
3.5e-09, 400, 1.83473e+19, 4.12334e+08, 3.0585e+18, 1.52833e+18, 4.28774e+09, 2.14644e+09, 1.54682e+08, 2.07239e+08
3.51e-09, 400, 1.83473e+19, 4.21335e+08, 3.0585e+18, 1.52833e+18, 4.40701e+09, 2.20601e+09, 1.5931e+08, 2.1298e+08
3.52e-09, 400, 1.83473e+19, 4.30394e+08, 3.0585e+18, 1.52833e+18, 4.52891e+09, 2.26689e+09, 1.64064e+08, 2.18846e+08
3.53e-09, 400, 1.83473e+19, 4.39504e+08, 3.0585e+18, 1.52833e+18, 4.65344e+09, 2.32907e+09, 1.68947e+08, 2.24837e+08
3.54e-09, 400, 1.83473e+19, 4.4866e+08, 3.0585e+18, 1.52833e+18, 4.78063e+09, 2.39257e+09, 1.7396e+08, 2.30954e+08
3.55e-09, 400, 1.83473e+19, 4.57859e+08, 3.0585e+18, 1.52833e+18, 4.91049e+09, 2.4574e+09, 1.79108e+08, 2.37197e+08
3.56e-09, 400, 1.83473e+19, 4.67096e+08, 3.0585e+18, 1.52833e+18, 5.04304e+09, 2.52355e+09, 1.84392e+08, 2.43568e+08
3.57e-09, 400, 1.83473e+19, 4.76366e+08, 3.0585e+18, 1.52833e+18, 5.17829e+09, 2.59104e+09, 1.89815e+08, 2.50066e+08
3.58e-09, 400, 1.83473e+19, 4.85666e+08, 3.0585e+18, 1.52833e+18, 5.31626e+09, 2.65987e+09, 1.95379e+08, 2.56693e+08
3.59e-09, 400, 1.83473e+19, 4.94992e+08, 3.0585e+18, 1.52833e+18, 5.45694e+09, 2.73004e+09, 2.01088e+08, 2.63448e+08
3.6e-09, 400, 1.83473e+19, 5.04342e+08, 3.0585e+18, 1.52833e+18, 5.60036e+09, 2.80157e+09, 2.06943e+08, 2.70332e+08
3.61e-09, 400, 1.83473e+19, 5.13714e+08, 3.0585e+18, 1.52833e+18, 5.74653e+09, 2.87444e+09, 2.12948e+08, 2.77345e+08
3.62e-09, 400, 1.83473e+19, 5.23104e+08, 3.0585e+18, 1.52833e+18, 5.89544e+09, 2.94868e+09, 2.19104e+08, 2.84487e+08
3.63e-09, 400, 1.83473e+19, 5.32512e+08, 3.0585e+18, 1.52833e+18, 6.04712e+09, 3.02428e+09, 2.25415e+08, 2.91759e+08
3.64e-09, 400, 1.83473e+19, 5.41936e+08, 3.0585e+18, 1.52833e+18, 6.20156e+09, 3.10124e+09, 2.31883e+08, 2.99162e+08
3.65e-09, 400, 1.83473e+19, 5.51376e+08, 3.0585e+18, 1.52833e+18, 6.35878e+09, 3.17956e+09, 2.3851e+08, 3.06694e+08
3.66e-09, 400, 1.83473e+19, 5.60832e+08, 3.0585e+18, 1.52833e+18, 6.51878e+09, 3.25926e+09, 2.45299e+08, 3.14357e+08
3.67e-09, 400, 1.83473e+19, 5.70304e+08, 3.0585e+18, 1.52833e+18, 6.68157e+09, 3.34033e+09, 2.52253e+08, 3.22151e+08
3.68e-09, 400, 1.83473e+19, 5.79794e+08, 3.0585e+18, 1.52833e+18, 6.84715e+09, 3.42278e+09, 2.59375e+08, 3.30075e+08
3.69e-09, 400, 1.83473e+19, 5.89303e+08, 3.0585e+18, 1.52833e+18, 7.01555e+09, 3.50661e+09, 2.66666e+08, 3.38131e+08
3.7e-09, 400, 1.83473e+19, 5.98832e+08, 3.0585e+18, 1.52833e+18, 7.18676e+09, 3.59182e+09, 2.74129e+08, 3.46318e+08
3.71e-09, 400, 1.83473e+19, 6.08386e+08, 3.0585e+18, 1.52833e+18, 7.36079e+09, 3.67841e+09, 2.81766e+08, 3.54637e+08
3.72e-09, 400, 1.83473e+19, 6.17966e+08, 3.0585e+18, 1.52833e+18, 7.53765e+09, 3.7664e+09, 2.89581e+08, 3.63089e+08
3.73e-09, 400, 1.83473e+19, 6.27576e+08, 3.0585e+18, 1.52833e+18, 7.71735e+09, 3.85579e+09, 2.97576e+08, 3.71672e+08
3.74e-09, 400, 1.83473e+19, 6.37219e+08, 3.0585e+18, 1.52833e+18, 7.89991e+09, 3.94657e+09, 3.05753e+08, 3.80389e+08
3.75e-09, 400, 1.83473e+19, 6.46901e+08, 3.0585e+18, 1.52833e+18, 8.08534e+09, 4.03877e+09, 3.14115e+08, 3.8924e+08
