Time(s), T_gas(K), N_gas(#/cm^3), E, H2, O2, H, O, OH, O2(A1)
8.09e-09, 400.012, 1.83468e+19, 5.76481e+11, 3.0584e+18, 1.52828e+18, 1.06234e+13, 5.26444e+12, 6.15368e+11, 5.015e+11
8.1e-09, 400.012, 1.83468e+19, 5.85655e+11, 3.0584e+18, 1.52828e+18, 1.07935e+13, 5.34868e+12, 6.2524e+11, 5.09524e+11
8.11e-09, 400.012, 1.83468e+19, 5.94972e+11, 3.0584e+18, 1.52828e+18, 1.09664e+13, 5.43426e+12, 6.35269e+11, 5.17676e+11
8.12e-09, 400.012, 1.83468e+19, 6.04437e+11, 3.0584e+18, 1.52828e+18, 1.1142e+13, 5.52121e+12, 6.45459e+11, 5.25958e+11
8.13e-09, 400.013, 1.83468e+19, 6.1405e+11, 3.05839e+18, 1.52828e+18, 1.13203e+13, 5.60953e+12, 6.55812e+11, 5.34372e+11
8.14e-09, 400.013, 1.83468e+19, 6.23814e+11, 3.05839e+18, 1.52828e+18, 1.15016e+13, 5.69926e+12, 6.6633e+11, 5.42919e+11
8.15e-09, 400.013, 1.83468e+19, 6.33731e+11, 3.05839e+18, 1.52828e+18, 1.16857e+13, 5.79042e+12, 6.77017e+11, 5.51602e+11
8.16e-09, 400.013, 1.83467e+19, 6.43805e+11, 3.05839e+18, 1.52828e+18, 1.18728e+13, 5.88303e+12, 6.87874e+11, 5.60423e+11
8.17e-09, 400.013, 1.83467e+19, 6.54036e+11, 3.05839e+18, 1.52827e+18, 1.20628e+13, 5.97711e+12, 6.98904e+11, 5.69385e+11
8.18e-09, 400.014, 1.83467e+19, 6.64428e+11, 3.05839e+18, 1.52827e+18, 1.22559e+13, 6.07268e+12, 7.10111e+11, 5.78489e+11
8.19e-09, 400.014, 1.83467e+19, 6.74983e+11, 3.05838e+18, 1.52827e+18, 1.2452e+13, 6.16977e+12, 7.21497e+11, 5.87737e+11
8.2e-09, 400.014, 1.83467e+19, 6.85704e+11, 3.05838e+18, 1.52827e+18, 1.26512e+13, 6.26841e+12, 7.33064e+11, 5.97133e+11
8.21e-09, 400.014, 1.83467e+19, 6.96592e+11, 3.05838e+18, 1.52827e+18, 1.28537e+13, 6.36861e+12, 7.44817e+11, 6.06677e+11
8.22e-09, 400.015, 1.83467e+19, 7.07651e+11, 3.05838e+18, 1.52827e+18, 1.30593e+13, 6.4704e+12, 7.56757e+11, 6.16373e+11
8.23e-09, 400.015, 1.83467e+19, 7.18884e+11, 3.05838e+18, 1.52827e+18, 1.32682e+13, 6.57381e+12, 7.68887e+11, 6.26223e+11
8.24e-09, 400.015, 1.83467e+19, 7.30292e+11, 3.05837e+18, 1.52827e+18, 1.34805e+13, 6.67886e+12, 7.81211e+11, 6.3623e+11
8.25e-09, 400.015, 1.83467e+19, 7.41879e+11, 3.05837e+18, 1.52827e+18, 1.36961e+13, 6.78558e+12, 7.93732e+11, 6.46395e+11
8.26e-09, 400.015, 1.83466e+19, 7.53646e+11, 3.05837e+18, 1.52827e+18, 1.39151e+13, 6.89399e+12, 8.06453e+11, 6.56721e+11
8.27e-09, 400.016, 1.83466e+19, 7.65598e+11, 3.05837e+18, 1.52826e+18, 1.41376e+13, 7.00412e+12, 8.19377e+11, 6.67212e+11
8.28e-09, 400.016, 1.83466e+19, 7.77737e+11, 3.05837e+18, 1.52826e+18, 1.43637e+13, 7.11599e+12, 8.32507e+11, 6.77868e+11
8.29e-09, 400.016, 1.83466e+19, 7.90065e+11, 3.05836e+18, 1.52826e+18, 1.45934e+13, 7.22964e+12, 8.45846e+11, 6.88694e+11
8.3e-09, 400.016, 1.83466e+19, 8.02586e+11, 3.05836e+18, 1.52826e+18, 1.48267e+13, 7.3451e+12, 8.59398e+11, 6.99691e+11
8.31e-09, 400.017, 1.83466e+19, 8.15302e+11, 3.05836e+18, 1.52826e+18, 1.50637e+13, 7.46238e+12, 8.73167e+11, 7.10862e+11
8.32e-09, 400.017, 1.83466e+19, 8.28216e+11, 3.05836e+18, 1.52826e+18, 1.53044e+13, 7.58152e+12, 8.87155e+11, 7.2221e+11
8.33e-09, 400.017, 1.83466e+19, 8.41332e+11, 3.05835e+18, 1.52826e+18, 1.5549e+13, 7.70254e+12, 9.01366e+11, 7.33738e+11
8.34e-09, 400.018, 1.83465e+19, 8.54652e+11, 3.05835e+18, 1.52826e+18, 1.57975e+13, 7.82549e+12, 9.15803e+11, 7.45448e+11
8.35e-09, 400.018, 1.83465e+19, 8.68179e+11, 3.05835e+18, 1.52825e+18, 1.60499e+13, 7.95037e+12, 9.30471e+11, 7.57344e+11
8.36e-09, 400.018, 1.83465e+19, 8.81917e+11, 3.05835e+18, 1.52825e+18, 1.63063e+13, 8.07724e+12, 9.45372e+11, 7.69428e+11
8.37e-09, 400.018, 1.83465e+19, 8.95868e+11, 3.05834e+18, 1.52825e+18, 1.65668e+13, 8.20611e+12, 9.60511e+11, 7.81704e+11
8.38e-09, 400.019, 1.83465e+19, 9.10037e+11, 3.05834e+18, 1.52825e+18, 1.68314e+13, 8.33703e+12, 9.75891e+11, 7.94173e+11
8.39e-09, 400.019, 1.83465e+19, 9.24426e+11, 3.05834e+18, 1.52825e+18, 1.71002e+13, 8.47001e+12, 9.91516e+11, 8.0684e+11
8.4e-09, 400.019, 1.83465e+19, 9.39038e+11, 3.05834e+18, 1.52825e+18, 1.73733e+13, 8.60509e+12, 1.00739e+12, 8.19707e+11
8.41e-09, 400.02, 1.83465e+19, 9.53876e+11, 3.05833e+18, 1.52825e+18, 1.76507e+13, 8.74231e+12, 1.02352e+12, 8.32777e+11
8.42e-09, 400.02, 1.83464e+19, 9.68946e+11, 3.05833e+18, 1.52825e+18, 1.79325e+13, 8.8817e+12, 1.0399e+12, 8.46053e+11
8.43e-09, 400.02, 1.83464e+19, 9.84248e+11, 3.05833e+18, 1.52824e+18, 1.82188e+13, 9.02329e+12, 1.05654e+12, 8.5954e+11
8.44e-09, 400.021, 1.83464e+19, 9.99788e+11, 3.05833e+18, 1.52824e+18, 1.85096e+13, 9.16712e+12, 1.07345e+12, 8.73239e+11
8.45e-09, 400.021, 1.83464e+19, 1.01557e+12, 3.05832e+18, 1.52824e+18, 1.8805e+13, 9.31322e+12, 1.09063e+12, 8.87155e+11
8.46e-09, 400.021, 1.83464e+19, 1.03159e+12, 3.05832e+18, 1.52824e+18, 1.91051e+13, 9.46162e+12, 1.10808e+12, 9.0129e+11
8.47e-09, 400.022, 1.83464e+19, 1.04787e+12, 3.05832e+18, 1.52824e+18, 1.94099e+13, 9.61237e+12, 1.12581e+12, 9.15648e+11
8.48e-09, 400.022, 1.83463e+19, 1.06439e+12, 3.05831e+18, 1.52824e+18, 1.97195e+13, 9.76549e+12, 1.14382e+12, 9.30233e+11
8.49e-09, 400.022, 1.83463e+19, 1.08117e+12, 3.05831e+18, 1.52823e+18, 2.00341e+13, 9.92103e+12, 1.16212e+12, 9.45047e+11
8.5e-09, 400.023, 1.83463e+19, 1.09821e+12, 3.05831e+18, 1.52823e+18, 2.03536e+13, 1.0079e+13, 1.18071e+12, 9.60095e+11
8.51e-09, 400.023, 1.83463e+19, 1.11551e+12, 3.05831e+18, 1.52823e+18, 2.06782e+13, 1.02395e+13, 1.19959e+12, 9.7538e+11
8.52e-09, 400.023, 1.83463e+19, 1.13307e+12, 3.0583e+18, 1.52823e+18, 2.10079e+13, 1.04025e+13, 1.21878e+12, 9.90906e+11
8.53e-09, 400.024, 1.83463e+19, 1.15091e+12, 3.0583e+18, 1.52823e+18, 2.13428e+13, 1.05681e+13, 1.23827e+12, 1.00668e+12
8.54e-09, 400.024, 1.83462e+19, 1.16903e+12, 3.0583e+18, 1.52823e+18, 2.1683e+13, 1.07363e+13, 1.25807e+12, 1.02269e+12
8.55e-09, 400.024, 1.83462e+19, 1.18742e+12, 3.05829e+18, 1.52822e+18, 2.20285e+13, 1.09071e+13, 1.27818e+12, 1.03897e+12
8.56e-09, 400.025, 1.83462e+19, 1.20609e+12, 3.05829e+18, 1.52822e+18, 2.23795e+13, 1.10806e+13, 1.29861e+12, 1.05549e+12
8.57e-09, 400.025, 1.83462e+19, 1.22505e+12, 3.05829e+18, 1.52822e+18, 2.27361e+13, 1.12568e+13, 1.31937e+12, 1.07228e+12
8.58e-09, 400.026, 1.83462e+19, 1.2443e+12, 3.05828e+18, 1.52822e+18, 2.30983e+13, 1.14359e+13, 1.34046e+12, 1.08933e+12
8.59e-09, 400.026, 1.83462e+19, 1.26385e+12, 3.05828e+18, 1.52822e+18, 2.34662e+13, 1.16177e+13, 1.36188e+12, 1.10665e+12
8.6e-09, 400.026, 1.83461e+19, 1.2837e+12, 3.05827e+18, 1.52822e+18, 2.38399e+13, 1.18024e+13, 1.38364e+12, 1.12424e+12
8.61e-09, 400.027, 1.83461e+19, 1.30385e+12, 3.05827e+18, 1.52821e+18, 2.42194e+13, 1.19899e+13, 1.40575e+12, 1.1421e+12
8.62e-09, 400.027, 1.83461e+19, 1.32431e+12, 3.05827e+18, 1.52821e+18, 2.4605e+13, 1.21805e+13, 1.4282e+12, 1.16025e+12
8.63e-09, 400.028, 1.83461e+19, 1.34508e+12, 3.05826e+18, 1.52821e+18, 2.49966e+13, 1.2374e+13, 1.45102e+12, 1.17868e+12
8.64e-09, 400.028, 1.83461e+19, 1.36617e+12, 3.05826e+18, 1.52821e+18, 2.53944e+13, 1.25705e+13, 1.47419e+12, 1.1974e+12
8.65e-09, 400.029, 1.8346e+19, 1.38758e+12, 3.05826e+18, 1.52821e+18, 2.57985e+13, 1.27702e+13, 1.49773e+12, 1.21641e+12
8.66e-09, 400.029, 1.8346e+19, 1.40932e+12, 3.05825e+18, 1.5282e+18, 2.62089e+13, 1.29729e+13, 1.52165e+12, 1.23573e+12
8.67e-09, 400.03, 1.8346e+19, 1.43138e+12, 3.05825e+18, 1.5282e+18, 2.66258e+13, 1.31789e+13, 1.54594e+12, 1.25534e+12
8.68e-09, 400.03, 1.8346e+19, 1.45379e+12, 3.05824e+18, 1.5282e+18, 2.70492e+13, 1.3388e+13, 1.57062e+12, 1.27526e+12
8.69e-09, 400.031, 1.83459e+19, 1.47653e+12, 3.05824e+18, 1.5282e+18, 2.74793e+13, 1.36005e+13, 1.59569e+12, 1.29549e+12
8.7e-09, 400.031, 1.83459e+19, 1.49963e+12, 3.05824e+18, 1.5282e+18, 2.79161e+13, 1.38162e+13, 1.62116e+12, 1.31604e+12
8.71e-09, 400.032, 1.83459e+19, 1.52307e+12, 3.05823e+18, 1.52819e+18, 2.83598e+13, 1.40354e+13, 1.64703e+12, 1.33691e+12
8.72e-09, 400.032, 1.83459e+19, 1.54686e+12, 3.05823e+18, 1.52819e+18, 2.88105e+13, 1.42579e+13, 1.67331e+12, 1.35811e+12
8.73e-09, 400.033, 1.83459e+19, 1.57102e+12, 3.05822e+18, 1.52819e+18, 2.92682e+13, 1.4484e+13, 1.7e+12, 1.37964e+12
8.74e-09, 400.033, 1.83458e+19, 1.59555e+12, 3.05822e+18, 1.52819e+18, 2.97331e+13, 1.47135e+13, 1.72712e+12, 1.4015e+12
8.75e-09, 400.034, 1.83458e+19, 1.62044e+12, 3.05821e+18, 1.52818e+18, 3.02053e+13, 1.49467e+13, 1.75467e+12, 1.42371e+12
8.76e-09, 400.034, 1.83458e+19, 1.64571e+12, 3.05821e+18, 1.52818e+18, 3.06849e+13, 1.51835e+13, 1.78265e+12, 1.44626e+12
8.77e-09, 400.035, 1.83458e+19, 1.67136e+12, 3.0582e+18, 1.52818e+18, 3.1172e+13, 1.5424e+13, 1.81107e+12, 1.46916e+12
8.78e-09, 400.035, 1.83457e+19, 1.6974e+12, 3.0582e+18, 1.52818e+18, 3.16667e+13, 1.56682e+13, 1.83994e+12, 1.49242e+12
8.79e-09, 400.036, 1.83457e+19, 1.72383e+12, 3.05819e+18, 1.52817e+18, 3.21692e+13, 1.59162e+13, 1.86927e+12, 1.51604e+12
8.8e-09, 400.036, 1.83457e+19, 1.75066e+12, 3.05819e+18, 1.52817e+18, 3.26796e+13, 1.61681e+13, 1.89906e+12, 1.54003e+12
8.81e-09, 400.037, 1.83457e+19, 1.77789e+12, 3.05819e+18, 1.52817e+18, 3.31979e+13, 1.6424e+13, 1.92932e+12, 1.5644e+12
8.82e-09, 400.037, 1.83456e+19, 1.80554e+12, 3.05818e+18, 1.52817e+18, 3.37243e+13, 1.66837e+13, 1.96006e+12, 1.58914e+12
8.83e-09, 400.038, 1.83456e+19, 1.83359e+12, 3.05817e+18, 1.52816e+18, 3.4259e+13, 1.69476e+13, 1.99129e+12, 1.61426e+12
8.84e-09, 400.039, 1.83456e+19, 1.86207e+12, 3.05817e+18, 1.52816e+18, 3.4802e+13, 1.72155e+13, 2.023e+12, 1.63978e+12
8.85e-09, 400.039, 1.83455e+19, 1.89097e+12, 3.05816e+18, 1.52816e+18, 3.53534e+13, 1.74876e+13, 2.05522e+12, 1.66569e+12
8.86e-09, 400.04, 1.83455e+19, 1.9203e+12, 3.05816e+18, 1.52816e+18, 3.59135e+13, 1.77639e+13, 2.08794e+12, 1.69201e+12
8.87e-09, 400.041, 1.83455e+19, 1.95008e+12, 3.05815e+18, 1.52815e+18, 3.64823e+13, 1.80445e+13, 2.12118e+12, 1.71873e+12
8.88e-09, 400.041, 1.83455e+19, 1.98029e+12, 3.05815e+18, 1.52815e+18, 3.706e+13, 1.83295e+13, 2.15495e+12, 1.74587e+12
8.89e-09, 400.042, 1.83454e+19, 2.01096e+12, 3.05814e+18, 1.52815e+18, 3.76467e+13, 1.86189e+13, 2.18924e+12, 1.77342e+12
8.9e-09, 400.042, 1.83454e+19, 2.04208e+12, 3.05814e+18, 1.52814e+18, 3.82425e+13, 1.89127e+13, 2.22407e+12, 1.80141e+12
8.91e-09, 400.043, 1.83454e+19, 2.07367e+12, 3.05813e+18, 1.52814e+18, 3.88476e+13, 1.92111e+13, 2.25946e+12, 1.82983e+12
8.92e-09, 400.044, 1.83453e+19, 2.10572e+12, 3.05813e+18, 1.52814e+18, 3.94621e+13, 1.95141e+13, 2.2954e+12, 1.85868e+12
8.93e-09, 400.045, 1.83453e+19, 2.13825e+12, 3.05812e+18, 1.52813e+18, 4.00862e+13, 1.98218e+13, 2.3319e+12, 1.88798e+12
8.94e-09, 400.045, 1.83453e+19, 2.17126e+12, 3.05811e+18, 1.52813e+18, 4.07199e+13, 2.01343e+13, 2.36898e+12, 1.91774e+12
8.95e-09, 400.046, 1.83452e+19, 2.20475e+12, 3.05811e+18, 1.52813e+18, 4.13635e+13, 2.04516e+13, 2.40664e+12, 1.94795e+12
8.96e-09, 400.047, 1.83452e+19, 2.23875e+12, 3.0581e+18, 1.52813e+18, 4.20171e+13, 2.07737e+13, 2.44489e+12, 1.97863e+12
8.97e-09, 400.047, 1.83452e+19, 2.27324e+12, 3.05809e+18, 1.52812e+18, 4.26808e+13, 2.11009e+13, 2.48374e+12, 2.00978e+12
8.98e-09, 400.048, 1.83451e+19, 2.30824e+12, 3.05809e+18, 1.52812e+18, 4.33548e+13, 2.1433e+13, 2.5232e+12, 2.04141e+12
8.99e-09, 400.049, 1.83451e+19, 2.34375e+12, 3.05808e+18, 1.52812e+18, 4.40393e+13, 2.17703e+13, 2.56328e+12, 2.07353e+12
9e-09, 400.05, 1.83451e+19, 2.37979e+12, 3.05807e+18, 1.52811e+18, 4.47344e+13, 2.21128e+13, 2.60399e+12, 2.10615e+12
9.01e-09, 400.05, 1.8345e+19, 2.41636e+12, 3.05807e+18, 1.52811e+18, 4.54402e+13, 2.24606e+13, 2.64534e+12, 2.13926e+12
9.02e-09, 400.051, 1.8345e+19, 2.45345e+12, 3.05806e+18, 1.5281e+18, 4.61569e+13, 2.28136e+13, 2.68733e+12, 2.17288e+12
9.03e-09, 400.052, 1.8345e+19, 2.4911e+12, 3.05805e+18, 1.5281e+18, 4.68847e+13, 2.31722e+13, 2.72998e+12, 2.20702e+12
9.04e-09, 400.053, 1.83449e+19, 2.52929e+12, 3.05805e+18, 1.5281e+18, 4.76238e+13, 2.35362e+13, 2.7733e+12, 2.24168e+12
9.05e-09, 400.054, 1.83449e+19, 2.56803e+12, 3.05804e+18, 1.52809e+18, 4.83742e+13, 2.39058e+13, 2.8173e+12, 2.27688e+12
9.06e-09, 400.055, 1.83448e+19, 2.60734e+12, 3.05803e+18, 1.52809e+18, 4.91362e+13, 2.4281e+13, 2.86199e+12, 2.31261e+12
9.07e-09, 400.055, 1.83448e+19, 2.64722e+12, 3.05802e+18, 1.52809e+18, 4.991e+13, 2.4662e+13, 2.90737e+12, 2.34889e+12
9.08e-09, 400.056, 1.83448e+19, 2.68768e+12, 3.05802e+18, 1.52808e+18, 5.06957e+13, 2.50488e+13, 2.95347e+12, 2.38572e+12
9.09e-09, 400.057, 1.83447e+19, 2.72873e+12, 3.05801e+18, 1.52808e+18, 5.14935e+13, 2.54416e+13, 3.00028e+12, 2.42312e+12
9.1e-09, 400.058, 1.83447e+19, 2.77036e+12, 3.058e+18, 1.52807e+18, 5.23036e+13, 2.58403e+13, 3.04782e+12, 2.46108e+12
9.11e-09, 400.059, 1.83446e+19, 2.8126e+12, 3.05799e+18, 1.52807e+18, 5.31261e+13, 2.62451e+13, 3.09611e+12, 2.49963e+12
2.86974e-08, 400.14, 1.83409e+19, 2.31915e+12, 3.05675e+18, 1.52761e+18, 8.13181e+13, 6.94957e+13, 2.03986e+13, 3.55268e+13
4.83735e-08, 400.184, 1.83389e+19, 1.16386e+12, 3.05607e+18, 1.52737e+18, 9.05115e+13, 9.25784e+13, 2.55079e+13, 5.51846e+13
6.81391e-08, 400.208, 1.83378e+19, 5.82557e+11, 3.05572e+18, 1.52724e+18, 9.45652e+13, 1.04206e+14, 2.81296e+13, 6.63558e+13
8.79951e-08, 400.221, 1.83372e+19, 2.95409e+11, 3.05553e+18, 1.52717e+18, 9.60575e+13, 1.10114e+14, 2.94396e+13, 7.31696e+13
1.07942e-07, 400.229, 1.83368e+19, 1.53983e+11, 3.05543e+18, 1.52712e+18, 9.62844e+13, 1.13188e+14, 3.00929e+13, 7.77272e+13
1.27982e-07, 400.235, 1.83366e+19, 8.444e+10, 3.05536e+18, 1.5271e+18, 9.58894e+13, 1.1486e+14, 3.04206e+13, 8.10883e+13
1.48114e-07, 400.238, 1.83364e+19, 5.02419e+10, 3.05532e+18, 1.52708e+18, 9.51911e+13, 1.15841e+14, 3.05869e+13, 8.37892e+13
1.6834e-07, 400.241, 1.83363e+19, 3.33685e+10, 3.05529e+18, 1.52706e+18, 9.43463e+13, 1.16479e+14, 3.06731e+13, 8.61032e+13
1.8866e-07, 400.243, 1.83362e+19, 2.49624e+10, 3.05527e+18, 1.52705e+18, 9.34324e+13, 1.16946e+14, 3.07192e+13, 8.81717e+13
2.09076e-07, 400.245, 1.83361e+19, 2.06843e+10, 3.05525e+18, 1.52704e+18, 9.24873e+13, 1.17326e+14, 3.07448e+13, 9.00692e+13
2.29589e-07, 400.247, 1.8336e+19, 1.84154e+10, 3.05523e+18, 1.52704e+18, 9.15294e+13, 1.17662e+14, 3.07596e+13, 9.18364e+13
2.50199e-07, 400.249, 1.8336e+19, 1.71242e+10, 3.05522e+18, 1.52703e+18, 9.05678e+13, 1.17972e+14, 3.07684e+13, 9.34968e+13
2.70907e-07, 400.25, 1.83359e+19, 1.63104e+10, 3.0552e+18, 1.52702e+18, 8.9607e+13, 1.18267e+14, 3.07735e+13, 9.50647e+13
2.91714e-07, 400.252, 1.83358e+19, 1.57317e+10, 3.05519e+18, 1.52701e+18, 8.86492e+13, 1.18551e+14, 3.0776e+13, 9.65495e+13
3.12622e-07, 400.253, 1.83358e+19, 1.52714e+10, 3.05517e+18, 1.527e+18, 8.76954e+13, 1.18828e+14, 3.07765e+13, 9.79583e+13
3.3363e-07, 400.254, 1.83357e+19, 1.48729e+10, 3.05516e+18, 1.527e+18, 8.67463e+13, 1.19098e+14, 3.07754e+13, 9.92964e+13
3.54741e-07, 400.256, 1.83356e+19, 1.4509e+10, 3.05514e+18, 1.52699e+18, 8.5802e+13, 1.19361e+14, 3.07728e+13, 1.00568e+14
3.75955e-07, 400.257, 1.83356e+19, 1.41667e+10, 3.05513e+18, 1.52698e+18, 8.48627e+13, 1.19619e+14, 3.07688e+13, 1.01778e+14
3.97273e-07, 400.258, 1.83355e+19, 1.38393e+10, 3.05512e+18, 1.52698e+18, 8.39287e+13, 1.19871e+14, 3.07635e+13, 1.02929e+14
4.18696e-07, 400.26, 1.83355e+19, 1.35236e+10, 3.05511e+18, 1.52697e+18, 8.29999e+13, 1.20118e+14, 3.0757e+13, 1.04024e+14
4.40225e-07, 400.261, 1.83354e+19, 1.32179e+10, 3.05509e+18, 1.52696e+18, 8.20765e+13, 1.20359e+14, 3.07492e+13, 1.05067e+14
4.61862e-07, 400.262, 1.83353e+19, 1.29213e+10, 3.05508e+18, 1.52696e+18, 8.11584e+13, 1.20596e+14, 3.07403e+13, 1.06059e+14
4.83607e-07, 400.263, 1.83353e+19, 1.2633e+10, 3.05507e+18, 1.52695e+18, 8.02458e+13, 1.20827e+14, 3.07301e+13, 1.07005e+14
5.05461e-07, 400.264, 1.83352e+19, 1.23527e+10, 3.05506e+18, 1.52695e+18, 7.93387e+13, 1.21053e+14, 3.07189e+13, 1.07906e+14
5.27426e-07, 400.266, 1.83352e+19, 1.208e+10, 3.05505e+18, 1.52694e+18, 7.84371e+13, 1.21275e+14, 3.07065e+13, 1.08764e+14
5.49503e-07, 400.267, 1.83351e+19, 1.18146e+10, 3.05503e+18, 1.52693e+18, 7.7541e+13, 1.21491e+14, 3.06931e+13, 1.09582e+14
5.71692e-07, 400.268, 1.83351e+19, 1.15562e+10, 3.05502e+18, 1.52693e+18, 7.66506e+13, 1.21704e+14, 3.06786e+13, 1.10362e+14
5.93996e-07, 400.269, 1.8335e+19, 1.13047e+10, 3.05501e+18, 1.52692e+18, 7.57658e+13, 1.21911e+14, 3.06631e+13, 1.11106e+14
6.16414e-07, 400.27, 1.8335e+19, 1.10596e+10, 3.055e+18, 1.52692e+18, 7.48867e+13, 1.22114e+14, 3.06466e+13, 1.11816e+14
6.38949e-07, 400.271, 1.83349e+19, 1.08206e+10, 3.05499e+18, 1.52691e+18, 7.40133e+13, 1.22313e+14, 3.06291e+13, 1.12493e+14
6.61601e-07, 400.272, 1.83349e+19, 1.05882e+10, 3.05498e+18, 1.5269e+18, 7.31456e+13, 1.22507e+14, 3.06106e+13, 1.13139e+14
6.84372e-07, 400.273, 1.83348e+19, 1.03617e+10, 3.05497e+18, 1.5269e+18, 7.22837e+13, 1.22697e+14, 3.05912e+13, 1.13756e+14
7.07263e-07, 400.274, 1.83348e+19, 1.01408e+10, 3.05496e+18, 1.52689e+18, 7.14276e+13, 1.22883e+14, 3.05708e+13, 1.14345e+14
7.30276e-07, 400.275, 1.83347e+19, 9.9254e+09, 3.05495e+18, 1.52689e+18, 7.05774e+13, 1.23064e+14, 3.05495e+13, 1.14908e+14
7.53411e-07, 400.276, 1.83347e+19, 9.7154e+09, 3.05494e+18, 1.52688e+18, 6.9733e+13, 1.23242e+14, 3.05273e+13, 1.15446e+14
7.7667e-07, 400.277, 1.83346e+19, 9.51059e+09, 3.05493e+18, 1.52688e+18, 6.88944e+13, 1.23416e+14, 3.05042e+13, 1.15961e+14
8.00054e-07, 400.278, 1.83346e+19, 9.31082e+09, 3.05492e+18, 1.52687e+18, 6.80618e+13, 1.23586e+14, 3.04803e+13, 1.16453e+14
8.23565e-07, 400.279, 1.83345e+19, 9.11594e+09, 3.05491e+18, 1.52687e+18, 6.72351e+13, 1.23752e+14, 3.04554e+13, 1.16925e+14
8.47203e-07, 400.28, 1.83345e+19, 8.92579e+09, 3.0549e+18, 1.52686e+18, 6.64143e+13, 1.23914e+14, 3.04298e+13, 1.17376e+14
8.70971e-07, 400.281, 1.83345e+19, 8.74024e+09, 3.05489e+18, 1.52686e+18, 6.55994e+13, 1.24072e+14, 3.04033e+13, 1.17808e+14
8.9487e-07, 400.282, 1.83344e+19, 8.55914e+09, 3.05488e+18, 1.52685e+18, 6.47906e+13, 1.24227e+14, 3.03759e+13, 1.18222e+14
9.18901e-07, 400.283, 1.83344e+19, 8.38237e+09, 3.05487e+18, 1.52685e+18, 6.39877e+13, 1.24379e+14, 3.03478e+13, 1.1862e+14
9.43066e-07, 400.284, 1.83343e+19, 8.20979e+09, 3.05486e+18, 1.52684e+18, 6.31908e+13, 1.24526e+14, 3.03188e+13, 1.19001e+14
9.67366e-07, 400.285, 1.83343e+19, 8.0413e+09, 3.05485e+18, 1.52684e+18, 6.23999e+13, 1.24671e+14, 3.02891e+13, 1.19366e+14
9.91803e-07, 400.286, 1.83342e+19, 7.87676e+09, 3.05485e+18, 1.52683e+18, 6.1615e+13, 1.24811e+14, 3.02586e+13, 1.19718e+14
1.01638e-06, 400.287, 1.83342e+19, 7.71608e+09, 3.05484e+18, 1.52683e+18, 6.08362e+13, 1.24949e+14, 3.02273e+13, 1.20055e+14
1.04109e-06, 400.288, 1.83342e+19, 7.55913e+09, 3.05483e+18, 1.52682e+18, 6.00634e+13, 1.25083e+14, 3.01952e+13, 1.2038e+14
1.06595e-06, 400.289, 1.83341e+19, 7.40581e+09, 3.05482e+18, 1.52682e+18, 5.92967e+13, 1.25214e+14, 3.01624e+13, 1.20692e+14
1.09095e-06, 400.289, 1.83341e+19, 7.25603e+09, 3.05481e+18, 1.52681e+18, 5.8536e+13, 1.25342e+14, 3.01289e+13, 1.20993e+14
1.11609e-06, 400.29, 1.8334e+19, 7.10968e+09, 3.0548e+18, 1.52681e+18, 5.77814e+13, 1.25466e+14, 3.00946e+13, 1.21282e+14
1.14138e-06, 400.291, 1.8334e+19, 6.96668e+09, 3.05479e+18, 1.52681e+18, 5.70328e+13, 1.25588e+14, 3.00595e+13, 1.21562e+14
1.16682e-06, 400.292, 1.8334e+19, 6.82692e+09, 3.05479e+18, 1.5268e+18, 5.62904e+13, 1.25706e+14, 3.00238e+13, 1.21831e+14
1.19241e-06, 400.293, 1.83339e+19, 6.69033e+09, 3.05478e+18, 1.5268e+18, 5.5554e+13, 1.25821e+14, 2.99874e+13, 1.2209e+14
1.21815e-06, 400.294, 1.83339e+19, 6.55682e+09, 3.05477e+18, 1.52679e+18, 5.48237e+13, 1.25934e+14, 2.99502e+13, 1.22341e+14
1.24404e-06, 400.294, 1.83339e+19, 6.4263e+09, 3.05476e+18, 1.52679e+18, 5.40994e+13, 1.26043e+14, 2.99123e+13, 1.22584e+14
1.27009e-06, 400.295, 1.83338e+19, 6.2987e+09, 3.05475e+18, 1.52678e+18, 5.33813e+13, 1.2615e+14, 2.98738e+13, 1.22818e+14
1.2963e-06, 400.296, 1.83338e+19, 6.17395e+09, 3.05475e+18, 1.52678e+18, 5.26693e+13, 1.26253e+14, 2.98345e+13, 1.23044e+14
1.32267e-06, 400.297, 1.83337e+19, 6.05196e+09, 3.05474e+18, 1.52678e+18, 5.19633e+13, 1.26354e+14, 2.97946e+13, 1.23264e+14
1.34919e-06, 400.298, 1.83337e+19, 5.93267e+09, 3.05473e+18, 1.52677e+18, 5.12634e+13, 1.26452e+14, 2.9754e+13, 1.23477e+14
1.37588e-06, 400.298, 1.83337e+19, 5.816e+09, 3.05472e+18, 1.52677e+18, 5.05696e+13, 1.26548e+14, 2.97127e+13, 1.23683e+14
1.40274e-06, 400.299, 1.83336e+19, 5.7019e+09, 3.05472e+18, 1.52676e+18, 4.98819e+13, 1.2664e+14, 2.96707e+13, 1.23882e+14
1.42976e-06, 400.3, 1.83336e+19, 5.59029e+09, 3.05471e+18, 1.52676e+18, 4.92003e+13, 1.2673e+14, 2.96281e+13, 1.24076e+14
